GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019/02/28 13:09:22.000, -25.929392228, -65.878134389, 1689.7246,  2,  6,  0.0305,  0.0317,  0.0858, -0.0102, -0.0167,  0.0208, -8.00,   1.3
2019/02/28 13:09:23.000, -25.929392235, -65.878134382, 1689.7275,  2,  6,  0.0309,  0.0322,  0.0879, -0.0104, -0.0170,  0.0205, -7.00,   1.3
2019/02/28 13:09:24.000, -25.929392260, -65.878134363, 1689.7237,  2,  6,  0.0315,  0.0327,  0.0900, -0.0107, -0.0174,  0.0202, -6.00,   1.3
2019/02/28 13:09:25.000, -25.929392283, -65.878134341, 1689.7216,  2,  6,  0.0320,  0.0332,  0.0921, -0.0110, -0.0178,  0.0198, -5.00,   1.3
2019/02/28 13:09:26.000, -25.929392303, -65.878134341, 1689.7163,  2,  6,  0.0325,  0.0338,  0.0943, -0.0113, -0.0181,  0.0195, -4.00,   1.3
2019/02/28 13:09:27.000, -25.929392308, -65.878134332, 1689.7154,  2,  6,  0.0331,  0.0343,  0.0966, -0.0116, -0.0185,  0.0191, -3.00,   1.3
2019/02/28 13:09:28.000, -25.929392326, -65.878134326, 1689.7112,  2,  6,  0.0336,  0.0349,  0.0988, -0.0119, -0.0189,  0.0187, -2.00,   1.3
2019/02/28 13:09:29.000, -25.929392349, -65.878134307, 1689.7096,  2,  6,  0.0342,  0.0355,  0.1011, -0.0122, -0.0193,  0.0182, -1.00,   1.3
2019/02/28 13:09:30.000, -25.929392339, -65.878134298, 1689.6726,  2,  6,  0.0237,  0.0249,  0.0564, -0.0062, -0.0119,  0.0238,  0.00,   1.3
2019/02/28 13:09:31.000, -25.929392390, -65.878134304, 1689.6886,  2,  6,  0.0341,  0.0354,  0.1007, -0.0121, -0.0193,  0.0186,-29.00,   1.3
2019/02/28 13:09:32.000, -25.929392440, -65.878134288, 1689.6861,  2,  6,  0.0334,  0.0348,  0.0983, -0.0118, -0.0189,  0.0189,-28.00,   1.3
2019/02/28 13:09:33.000, -25.929392458, -65.878134281, 1689.6890,  2,  6,  0.0328,  0.0341,  0.0960, -0.0114, -0.0185,  0.0192,-27.00,   1.3
2019/02/28 13:09:34.000, -25.929392496, -65.878134265, 1689.6891,  2,  6,  0.0322,  0.0335,  0.0936, -0.0111, -0.0181,  0.0195,-26.00,   1.3
2019/02/28 13:09:35.000, -25.929392519, -65.878134260, 1689.6883,  2,  6,  0.0316,  0.0329,  0.0913, -0.0108, -0.0177,  0.0198,-25.00,   1.3
2019/02/28 13:09:36.000, -25.929392551, -65.878134260, 1689.6878,  2,  6,  0.0311,  0.0323,  0.0891, -0.0105, -0.0173,  0.0201,-24.00,   1.3
2019/02/28 13:09:37.000, -25.929392560, -65.878134230, 1689.6812,  2,  6,  0.0305,  0.0317,  0.0868, -0.0102, -0.0169,  0.0204,-23.00,   1.3
2019/02/28 13:09:38.000, -25.929392576, -65.878134221, 1689.6776,  2,  6,  0.0299,  0.0312,  0.0846, -0.0100, -0.0165,  0.0206,-22.00,   1.3
2019/02/28 13:09:39.000, -25.929392592, -65.878134224, 1689.6785,  2,  6,  0.0294,  0.0306,  0.0825, -0.0097, -0.0161,  0.0209,-21.00,   1.3
2019/02/28 13:09:40.000, -25.929392605, -65.878134204, 1689.6782,  2,  6,  0.0289,  0.0301,  0.0803, -0.0094, -0.0157,  0.0211,-20.00,   1.3
2019/02/28 13:09:41.000, -25.929392603, -65.878134193, 1689.6721,  2,  6,  0.0284,  0.0295,  0.0782, -0.0091, -0.0154,  0.0213,-19.00,   1.3
2019/02/28 13:09:42.000, -25.929392622, -65.878134185, 1689.6720,  2,  6,  0.0279,  0.0290,  0.0762, -0.0088, -0.0150,  0.0215,-18.00,   1.3
2019/02/28 13:09:43.000, -25.929392611, -65.878134190, 1689.6651,  2,  6,  0.0274,  0.0285,  0.0742, -0.0086, -0.0147,  0.0217,-17.00,   1.3
2019/02/28 13:09:44.000, -25.929392614, -65.878134161, 1689.6542,  2,  6,  0.0269,  0.0281,  0.0722, -0.0083, -0.0143,  0.0219,-16.00,   1.3
2019/02/28 13:09:45.000, -25.929392608, -65.878134154, 1689.6485,  2,  6,  0.0265,  0.0276,  0.0704, -0.0080, -0.0140,  0.0221,-15.00,   1.3
2019/02/28 13:09:46.000, -25.929392608, -65.878134153, 1689.6422,  2,  6,  0.0268,  0.0280,  0.0721, -0.0083, -0.0143,  0.0219,-14.00,   1.3
2019/02/28 13:09:47.000, -25.929392597, -65.878134136, 1689.6390,  2,  6,  0.0272,  0.0284,  0.0739, -0.0085, -0.0146,  0.0216,-13.00,   1.3
2019/02/28 13:09:48.000, -25.929392612, -65.878134131, 1689.6322,  2,  6,  0.0277,  0.0289,  0.0758, -0.0087, -0.0149,  0.0214,-12.00,   1.3
2019/02/28 13:09:49.000, -25.929392602, -65.878134118, 1689.6276,  2,  6,  0.0281,  0.0293,  0.0777, -0.0090, -0.0152,  0.0212,-11.00,   1.3
2019/02/28 13:09:50.000, -25.929392604, -65.878134106, 1689.6264,  2,  6,  0.0286,  0.0298,  0.0797, -0.0093, -0.0156,  0.0209,-10.00,   1.3
2019/02/28 13:09:51.000, -25.929392627, -65.878134099, 1689.6230,  2,  6,  0.0290,  0.0303,  0.0817, -0.0095, -0.0159,  0.0206, -9.00,   1.3
2019/02/28 13:09:52.000, -25.929392620, -65.878134065, 1689.6145,  2,  6,  0.0295,  0.0308,  0.0839, -0.0098, -0.0162,  0.0203, -8.00,   1.3
2019/02/28 13:09:53.000, -25.929392584, -65.878134059, 1689.6131,  2,  6,  0.0301,  0.0313,  0.0860, -0.0101, -0.0166,  0.0200, -7.00,   1.3
2019/02/28 13:09:54.000, -25.929392628, -65.878134031, 1689.6139,  2,  6,  0.0306,  0.0318,  0.0882, -0.0104, -0.0170,  0.0197, -6.00,   1.3
2019/02/28 13:09:55.000, -25.929392637, -65.878134019, 1689.6200,  2,  6,  0.0311,  0.0324,  0.0904, -0.0107, -0.0173,  0.0193, -5.00,   1.3
2019/02/28 13:09:56.000, -25.929392635, -65.878133988, 1689.6155,  2,  6,  0.0317,  0.0329,  0.0927, -0.0110, -0.0177,  0.0190, -4.00,   1.3
2019/02/28 13:09:57.000, -25.929392633, -65.878133958, 1689.6125,  2,  6,  0.0322,  0.0335,  0.0950, -0.0113, -0.0181,  0.0186, -3.00,   1.3
