GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2019/02/26 15:22:10.000, -25.933904679, -65.876984613, 1684.1476,  2,  5,  1.3037,  0.8294,  2.9207,  0.8300, -1.2286, -1.8373,-20.00,   2.2
2019/02/26 15:22:11.000, -25.933904566, -65.876984474, 1684.1152,  2,  5,  0.5910,  0.0000,  2.0702,  0.9348, -0.8340, -1.5601,-19.00,   2.1
2019/02/26 15:22:12.000, -25.933904658, -65.876984389, 1684.1297,  2,  5,  0.7572,  0.4815,  1.6968,  0.4829, -0.7131, -1.0671,-18.00,   2.1
2019/02/26 15:22:13.000, -25.933904685, -65.876984220, 1684.1478,  2,  5,  0.6567,  0.4175,  1.4715,  0.4188, -0.6183, -0.9255,-17.00,   2.1
2019/02/26 15:22:14.000, -25.933904642, -65.876984166, 1684.1642,  2,  5,  0.5880,  0.3737,  1.3174,  0.3750, -0.5536, -0.8287,-16.00,   2.1
2019/02/26 15:22:15.000, -25.933904631, -65.876984216, 1684.1556,  2,  5,  0.5371,  0.3413,  1.2034,  0.3425, -0.5056, -0.7570,-15.00,   2.0
2019/02/26 15:22:16.000, -25.933904725, -65.876984246, 1684.1717,  2,  5,  0.4975,  0.3161,  1.1145,  0.3173, -0.4682, -0.7012,-14.00,   2.0
2019/02/26 15:22:17.000, -25.933904930, -65.876984253, 1684.1766,  2,  5,  0.4655,  0.2957,  1.0427,  0.2968, -0.4380, -0.6560,-13.00,   2.0
2019/02/26 15:22:18.000, -25.933904940, -65.876984060, 1684.1719,  2,  5,  0.4388,  0.2788,  0.9829,  0.2798, -0.4129, -0.6184,-12.00,   1.9
2019/02/26 15:22:19.000, -25.933904833, -65.876984076, 1684.1744,  2,  5,  0.4162,  0.2644,  0.9321,  0.2654, -0.3915, -0.5864,-11.00,   1.9
2019/02/26 15:22:20.000, -25.933904895, -65.876984181, 1684.1864,  2,  5,  0.3966,  0.2520,  0.8882,  0.2528, -0.3730, -0.5587,-10.00,   2.0
2019/02/26 15:22:21.000, -25.933904950, -65.876984266, 1684.2077,  2,  5,  0.3794,  0.2412,  0.8496,  0.2419, -0.3567, -0.5344, -9.00,   2.0
2019/02/26 15:22:22.000, -25.933905099, -65.876984360, 1684.2341,  2,  5,  0.3641,  0.2316,  0.8153,  0.2321, -0.3423, -0.5128, -8.00,   2.0
2019/02/26 15:22:23.000, -25.933905203, -65.876984316, 1684.2615,  2,  5,  0.3503,  0.2229,  0.7845,  0.2233, -0.3293, -0.4933, -7.00,   2.0
2019/02/26 15:22:24.000, -25.933904573, -65.876984170, 1684.2944,  2,  5,  0.3378,  0.2152,  0.7565,  0.2153, -0.3175, -0.4756, -6.00,   1.8
2019/02/26 15:22:25.000, -25.933905443, -65.876984416, 1684.3168,  2,  5,  0.3263,  0.2081,  0.7308,  0.2080, -0.3066, -0.4594, -5.00,   1.7
2019/02/26 15:22:26.000, -25.933905625, -65.876984486, 1684.3682,  2,  5,  0.3158,  0.2016,  0.7071,  0.2012, -0.2966, -0.4443, -4.00,   1.6
2019/02/26 15:22:27.000, -25.933906025, -65.876984540, 1684.4005,  2,  5,  0.3059,  0.1957,  0.6850,  0.1949, -0.2872, -0.4303, -3.00,   1.5
2019/02/26 15:22:28.000, -25.933906948, -65.876984380, 1684.4387,  2,  5,  0.2967,  0.1901,  0.6645,  0.1890, -0.2785, -0.4172, -2.00,   1.4
2019/02/26 15:22:29.000, -25.933906791, -65.876984479, 1684.4754,  2,  5,  0.2881,  0.1850,  0.6453,  0.1835, -0.2704, -0.4049, -1.00,   1.3
2019/02/26 15:22:30.000, -25.933906889, -65.876984725, 1684.5044,  2,  5,  0.2802,  0.1802,  0.6274,  0.1784, -0.2628, -0.3935,  0.00,   1.2
2019/02/26 15:22:31.000, -25.933909141, -65.876986820, 1685.0170,  2,  6,  0.2851,  0.1804,  0.6385,  0.1796, -0.2659, -0.4013,-29.00,   1.0
2019/02/26 15:22:32.000, -25.933909638, -65.876986838, 1685.0633,  2,  6,  0.2750,  0.1735,  0.6175,  0.1714, -0.2545, -0.3870,-28.00,   1.0
2019/02/26 15:22:33.000, -25.933911034, -65.876987580, 1685.3105,  2,  6,  0.2648,  0.1662,  0.5975,  0.1627, -0.2426, -0.3729,-27.00,   1.1
2019/02/26 15:22:34.000, -25.933910881, -65.876986779, 1685.2221,  2,  6,  0.2553,  0.1595,  0.5785,  0.1547, -0.2316, -0.3597,-26.00,   1.2
2019/02/26 15:22:35.000, -25.933910813, -65.876985437, 1685.1349,  2,  6,  0.2473,  0.1539,  0.5624,  0.1482, -0.2226, -0.3487,-25.00,   1.2
2019/02/26 15:22:36.000, -25.933910400, -65.876985187, 1684.9590,  2,  6,  0.2401,  0.1489,  0.5479,  0.1425, -0.2147, -0.3388,-24.00,   1.3
2019/02/26 15:22:37.000, -25.933909777, -65.876985334, 1684.8147,  2,  6,  0.2336,  0.1443,  0.5345,  0.1373, -0.2076, -0.3297,-23.00,   1.3
2019/02/26 15:22:38.000, -25.933910023, -65.876984242, 1684.7127,  2,  6,  0.2275,  0.1402,  0.5221,  0.1326, -0.2011, -0.3214,-22.00,   1.4
2019/02/26 15:22:39.000, -25.933909931, -65.876983606, 1684.6048,  2,  6,  0.2218,  0.1364,  0.5103,  0.1284, -0.1951, -0.3135,-21.00,   1.5
2019/02/26 15:22:40.000, -25.933909378, -65.876983208, 1684.5074,  2,  6,  0.2165,  0.1328,  0.4993,  0.1244, -0.1896, -0.3062,-20.00,   1.5
2019/02/26 15:22:41.000, -25.933908956, -65.876982863, 1684.4128,  2,  6,  0.2115,  0.1295,  0.4887,  0.1207, -0.1844, -0.2992,-19.00,   1.5
2019/02/26 15:22:42.000, -25.933908486, -65.876982525, 1684.3267,  2,  6,  0.2068,  0.1264,  0.4787,  0.1173, -0.1795, -0.2925,-18.00,   1.4
2019/02/26 15:22:43.000, -25.933908065, -65.876982321, 1684.2432,  2,  6,  0.2022,  0.1235,  0.4690,  0.1140, -0.1749, -0.2862,-17.00,   1.4
2019/02/26 15:22:44.000, -25.933907908, -65.876982163, 1684.1576,  2,  6,  0.1978,  0.1207,  0.4597,  0.1109, -0.1705, -0.2800,-16.00,   1.3
2019/02/26 15:22:45.000, -25.933907656, -65.876982044, 1684.0587,  2,  6,  0.1936,  0.1181,  0.4506,  0.1080, -0.1664, -0.2741,-15.00,   1.3
2019/02/26 15:22:46.000, -25.933907517, -65.876981863, 1683.9834,  2,  6,  0.1905,  0.1160,  0.4439,  0.1056, -0.1630, -0.2697,-14.00,   1.2
2019/02/26 15:22:47.000, -25.933907256, -65.876981746, 1683.9024,  2,  6,  0.1877,  0.1141,  0.4376,  0.1034, -0.1599, -0.2656,-13.00,   1.2
2019/02/26 15:22:48.000, -25.933907073, -65.876981669, 1683.8279,  2,  6,  0.1851,  0.1123,  0.4319,  0.1014, -0.1571, -0.2619,-12.00,   1.1
2019/02/26 15:22:49.000, -25.933906909, -65.876981518, 1683.7665,  2,  6,  0.1827,  0.1107,  0.4266,  0.0995, -0.1545, -0.2586,-11.00,   1.1
2019/02/26 15:22:50.000, -25.933906684, -65.876981373, 1683.7016,  2,  6,  0.1806,  0.1092,  0.4217,  0.0978, -0.1522, -0.2555,-10.00,   1.1
2019/02/26 15:22:51.000, -25.933906564, -65.876981223, 1683.6428,  2,  6,  0.1786,  0.1078,  0.4173,  0.0963, -0.1500, -0.2527, -9.00,   1.0
2019/02/26 15:22:52.000, -25.933906254, -65.876981101, 1683.5792,  2,  6,  0.1768,  0.1065,  0.4132,  0.0948, -0.1480, -0.2501, -8.00,   1.0
2019/02/26 15:22:53.000, -25.933905987, -65.876980872, 1683.5324,  2,  6,  0.1752,  0.1052,  0.4094,  0.0935, -0.1462, -0.2478, -7.00,   1.0
2019/02/26 15:22:54.000, -25.933905850, -65.876981668, 1683.4575,  2,  6,  0.1738,  0.1041,  0.4060,  0.0923, -0.1445, -0.2457, -6.00,   1.0
2019/02/26 15:22:55.000, -25.933904620, -65.876983622, 1683.3980,  2,  6,  0.1725,  0.1031,  0.4029,  0.0912, -0.1429, -0.2438, -5.00,   1.1
2019/02/26 15:22:56.000, -25.933904447, -65.876982287, 1683.3620,  2,  6,  0.1713,  0.1022,  0.4001,  0.0902, -0.1415, -0.2421, -4.00,   1.1
2019/02/26 15:22:57.000, -25.933904803, -65.876981840, 1683.2947,  2,  6,  0.1703,  0.1013,  0.3976,  0.0892, -0.1403, -0.2406, -3.00,   1.1
2019/02/26 15:22:58.000, -25.933904973, -65.876980486, 1683.2468,  2,  6,  0.1694,  0.1005,  0.3953,  0.0884, -0.1391, -0.2393, -2.00,   1.1
2019/02/26 15:22:59.000, -25.933905006, -65.876980416, 1683.1978,  2,  6,  0.1686,  0.0998,  0.3933,  0.0876, -0.1381, -0.2382, -1.00,   1.2
2019/02/26 15:23:00.000, -25.933905510, -65.876980776, 1683.1691,  2,  6,  0.1451,  0.0913,  0.3430,  0.0764, -0.1204, -0.2037,  0.00,   1.4
2019/02/26 15:23:01.000, -25.933905488, -65.876980542, 1683.1200,  2,  6,  0.1593,  0.0967,  0.3715,  0.0817, -0.1294, -0.2233,-29.00,   1.4
2019/02/26 15:23:02.000, -25.933905535, -65.876980472, 1683.0654,  2,  6,  0.1570,  0.0953,  0.3665,  0.0804, -0.1274, -0.2202,-28.00,   1.5
2019/02/26 15:23:03.000, -25.933905526, -65.876980426, 1683.0246,  2,  6,  0.1547,  0.0939,  0.3616,  0.0791, -0.1255, -0.2171,-27.00,   1.5
2019/02/26 15:23:04.000, -25.933905492, -65.876980462, 1682.9839,  2,  6,  0.1525,  0.0926,  0.3567,  0.0779, -0.1236, -0.2140,-26.00,   1.5
2019/02/26 15:23:05.000, -25.933905192, -65.876981489, 1682.9416,  2,  6,  0.1503,  0.0913,  0.3519,  0.0767, -0.1217, -0.2109,-25.00,   1.6
2019/02/26 15:23:06.000, -25.933905074, -65.876981693, 1682.9000,  2,  6,  0.1481,  0.0900,  0.3471,  0.0755, -0.1198, -0.2079,-24.00,   1.6
2019/02/26 15:23:07.000, -25.933905128, -65.876981747, 1682.8560,  2,  6,  0.1459,  0.0888,  0.3424,  0.0743, -0.1180, -0.2048,-23.00,   1.6
2019/02/26 15:23:08.000, -25.933905124, -65.876981468, 1682.8279,  2,  6,  0.1438,  0.0876,  0.3377,  0.0731, -0.1162, -0.2018,-22.00,   1.7
2019/02/26 15:23:09.000, -25.933904764, -65.876981311, 1682.7773,  2,  6,  0.1416,  0.0864,  0.3330,  0.0719, -0.1144, -0.1988,-21.00,   1.7
2019/02/26 15:23:10.000, -25.933904855, -65.876981013, 1682.6934,  2,  6,  0.1395,  0.0853,  0.3284,  0.0707, -0.1126, -0.1958,-20.00,   1.7
2019/02/26 15:23:11.000, -25.933904975, -65.876980822, 1682.7048,  2,  6,  0.1374,  0.0841,  0.3237,  0.0696, -0.1108, -0.1928,-19.00,   1.8
2019/02/26 15:23:12.000, -25.933904748, -65.876979161, 1682.6571,  2,  6,  0.1353,  0.0830,  0.3191,  0.0684, -0.1090, -0.1898,-18.00,   1.8
2019/02/26 15:23:13.000, -25.933904979, -65.876979965, 1682.6310,  2,  6,  0.1332,  0.0820,  0.3144,  0.0672, -0.1072, -0.1868,-17.00,   1.8
2019/02/26 15:23:14.000, -25.933904771, -65.876979442, 1682.5942,  2,  6,  0.1310,  0.0809,  0.3097,  0.0661, -0.1054, -0.1837,-16.00,   1.9
2019/02/26 15:23:15.000, -25.933904102, -65.876979769, 1682.5951,  2,  6,  0.1289,  0.0799,  0.3049,  0.0649, -0.1036, -0.1806,-15.00,   1.9
2019/02/26 15:23:16.000, -25.933904177, -65.876979533, 1682.5712,  2,  6,  0.1282,  0.0794,  0.3031,  0.0643, -0.1028, -0.1795,-14.00,   1.9
2019/02/26 15:23:17.000, -25.933904281, -65.876979828, 1682.5441,  2,  6,  0.1277,  0.0790,  0.3016,  0.0639, -0.1022, -0.1787,-13.00,   1.9
2019/02/26 15:23:18.000, -25.933904160, -65.876980048, 1682.5235,  2,  6,  0.1273,  0.0787,  0.3005,  0.0635, -0.1017, -0.1781,-12.00,   2.0
2019/02/26 15:23:19.000, -25.933903945, -65.876980401, 1682.5026,  2,  6,  0.1270,  0.0784,  0.2995,  0.0632, -0.1013, -0.1776,-11.00,   2.0
2019/02/26 15:23:20.000, -25.933903839, -65.876981265, 1682.4861,  2,  6,  0.1269,  0.0782,  0.2989,  0.0630, -0.1009, -0.1773,-10.00,   2.0
2019/02/26 15:23:21.000, -25.933901898, -65.876979690, 1682.4745,  2,  6,  0.1268,  0.0780,  0.2984,  0.0628, -0.1007, -0.1772, -9.00,   2.0
2019/02/26 15:23:22.000, -25.933902663, -65.876980763, 1682.4304,  2,  6,  0.1269,  0.0778,  0.2982,  0.0627, -0.1006, -0.1772, -8.00,   2.0
2019/02/26 15:23:23.000, -25.933902152, -65.876980015, 1682.3953,  2,  6,  0.1271,  0.0777,  0.2982,  0.0626, -0.1005, -0.1774, -7.00,   2.0
2019/02/26 15:23:24.000, -25.933902455, -65.876980750, 1682.3780,  2,  6,  0.1273,  0.0776,  0.2983,  0.0626, -0.1005, -0.1777, -6.00,   2.0
2019/02/26 15:23:25.000, -25.933901757, -65.876980073, 1682.3704,  2,  6,  0.1276,  0.0776,  0.2987,  0.0626, -0.1005, -0.1781, -5.00,   2.0
2019/02/26 15:23:26.000, -25.933902061, -65.876979655, 1682.3353,  2,  6,  0.1280,  0.0776,  0.2992,  0.0626, -0.1007, -0.1786, -4.00,   2.1
2019/02/26 15:23:27.000, -25.933901312, -65.876979633, 1682.3204,  2,  6,  0.1285,  0.0776,  0.2999,  0.0627, -0.1009, -0.1792, -3.00,   2.1
2019/02/26 15:23:28.000, -25.933901025, -65.876979586, 1682.3189,  2,  6,  0.1291,  0.0777,  0.3007,  0.0629, -0.1011, -0.1800, -2.00,   2.1
2019/02/26 15:23:29.000, -25.933900989, -65.876979590, 1682.3093,  2,  6,  0.1297,  0.0778,  0.3017,  0.0631, -0.1014, -0.1808, -1.00,   2.1
2019/02/26 15:23:30.000, -25.933901702, -65.876979594, 1682.4148,  2,  6,  0.1014,  0.0680,  0.2422,  0.0498, -0.0806, -0.1393,  0.00,   2.2
2019/02/26 15:23:31.000, -25.933901446, -65.876980068, 1682.3889,  2,  6,  0.1228,  0.0761,  0.2852,  0.0589, -0.0953, -0.1695,-29.00,   2.2
2019/02/26 15:23:32.000, -25.933901451, -65.876980197, 1682.3800,  2,  6,  0.1210,  0.0752,  0.2813,  0.0581, -0.0939, -0.1670,-28.00,   2.2
2019/02/26 15:23:33.000, -25.933901882, -65.876980288, 1682.3552,  2,  6,  0.1192,  0.0742,  0.2775,  0.0572, -0.0925, -0.1645,-27.00,   2.2
2019/02/26 15:23:34.000, -25.933902505, -65.876980569, 1682.3541,  2,  6,  0.1174,  0.0733,  0.2737,  0.0563, -0.0911, -0.1620,-26.00,   2.2
2019/02/26 15:23:35.000, -25.933902220, -65.876980563, 1682.3450,  2,  6,  0.1157,  0.0724,  0.2699,  0.0554, -0.0897, -0.1595,-25.00,   2.2
2019/02/26 15:23:36.000, -25.933903188, -65.876980632, 1682.3159,  2,  6,  0.1139,  0.0715,  0.2661,  0.0546, -0.0884, -0.1571,-24.00,   2.2
2019/02/26 15:23:37.000, -25.933903185, -65.876980511, 1682.3105,  2,  6,  0.1121,  0.0706,  0.2624,  0.0537, -0.0870, -0.1546,-23.00,   2.2
2019/02/26 15:23:38.000, -25.933902498, -65.876979806, 1682.2841,  2,  6,  0.1104,  0.0697,  0.2587,  0.0528, -0.0857, -0.1522,-22.00,   2.2
2019/02/26 15:23:39.000, -25.933902896, -65.876980437, 1682.2844,  2,  6,  0.1087,  0.0689,  0.2550,  0.0520, -0.0843, -0.1497,-21.00,   2.2
2019/02/26 15:23:40.000, -25.933903088, -65.876980439, 1682.2681,  2,  6,  0.1069,  0.0681,  0.2512,  0.0511, -0.0829, -0.1473,-20.00,   2.2
2019/02/26 15:23:41.000, -25.933903321, -65.876980473, 1682.2784,  2,  6,  0.1052,  0.0673,  0.2475,  0.0503, -0.0816, -0.1448,-19.00,   2.2
2019/02/26 15:23:42.000, -25.933903898, -65.876980635, 1682.2482,  2,  6,  0.1035,  0.0665,  0.2438,  0.0494, -0.0802, -0.1424,-18.00,   2.3
2019/02/26 15:23:43.000, -25.933904206, -65.876980809, 1682.2453,  2,  6,  0.1017,  0.0657,  0.2401,  0.0485, -0.0789, -0.1399,-17.00,   2.3
2019/02/26 15:23:44.000, -25.933904220, -65.876980690, 1682.2452,  2,  6,  0.1000,  0.0649,  0.2363,  0.0476, -0.0775, -0.1373,-16.00,   2.3
2019/02/26 15:23:45.000, -25.933904137, -65.876980552, 1682.2592,  2,  6,  0.0983,  0.0642,  0.2325,  0.0467, -0.0761, -0.1348,-15.00,   2.3
2019/02/26 15:23:46.000, -25.933903064, -65.876980534, 1682.3138,  2,  6,  0.0984,  0.0642,  0.2326,  0.0467, -0.0761, -0.1350,-14.00,   2.3
2019/02/26 15:23:47.000, -25.933902735, -65.876980744, 1682.3336,  2,  6,  0.0987,  0.0642,  0.2329,  0.0468, -0.0762, -0.1353,-13.00,   2.3
2019/02/26 15:23:48.000, -25.933902919, -65.876980522, 1682.3267,  2,  6,  0.0992,  0.0643,  0.2334,  0.0469, -0.0764, -0.1359,-12.00,   2.3
2019/02/26 15:23:49.000, -25.933902824, -65.876980506, 1682.3339,  2,  6,  0.0997,  0.0643,  0.2342,  0.0471, -0.0767, -0.1365,-11.00,   2.3
2019/02/26 15:23:50.000, -25.933902994, -65.876980203, 1682.3435,  2,  6,  0.1003,  0.0645,  0.2352,  0.0473, -0.0771, -0.1374,-10.00,   2.3
2019/02/26 15:23:51.000, -25.933904081, -65.876980899, 1682.3402,  2,  6,  0.1010,  0.0646,  0.2364,  0.0476, -0.0775, -0.1384, -9.00,   2.4
2019/02/26 15:23:52.000, -25.933904083, -65.876981025, 1682.3452,  2,  6,  0.1018,  0.0648,  0.2378,  0.0479, -0.0780, -0.1395, -8.00,   2.4
2019/02/26 15:23:53.000, -25.933903446, -65.876980453, 1682.3718,  2,  6,  0.1027,  0.0651,  0.2394,  0.0483, -0.0785, -0.1407, -7.00,   2.4
2019/02/26 15:23:54.000, -25.933903724, -65.876980693, 1682.3736,  2,  6,  0.1036,  0.0653,  0.2411,  0.0487, -0.0792, -0.1420, -6.00,   2.4
2019/02/26 15:23:55.000, -25.933904463, -65.876980891, 1682.3736,  2,  6,  0.1046,  0.0656,  0.2429,  0.0491, -0.0798, -0.1434, -5.00,   2.4
2019/02/26 15:23:56.000, -25.933905152, -65.876981055, 1682.3638,  2,  6,  0.1057,  0.0659,  0.2449,  0.0496, -0.0805, -0.1449, -4.00,   2.4
2019/02/26 15:23:57.000, -25.933905084, -65.876981117, 1682.3676,  2,  6,  0.1069,  0.0662,  0.2471,  0.0501, -0.0813, -0.1465, -3.00,   2.4
2019/02/26 15:23:58.000, -25.933905062, -65.876981226, 1682.3899,  2,  6,  0.1081,  0.0666,  0.2493,  0.0506, -0.0821, -0.1482, -2.00,   2.4
2019/02/26 15:23:59.000, -25.933903743, -65.876981110, 1682.4280,  2,  6,  0.1093,  0.0670,  0.2517,  0.0511, -0.0830, -0.1500, -1.00,   2.4
2019/02/26 15:24:00.000, -25.933903896, -65.876981581, 1682.5076,  2,  6,  0.0772,  0.0561,  0.1852,  0.0360, -0.0596, -0.1027,  0.00,   2.5
2019/02/26 15:24:01.000, -25.933904123, -65.876981866, 1682.5227,  2,  6,  0.1047,  0.0660,  0.2403,  0.0484, -0.0789, -0.1422,-29.00,   2.5
2019/02/26 15:24:02.000, -25.933904165, -65.876981547, 1682.5412,  2,  6,  0.1029,  0.0651,  0.2365,  0.0475, -0.0775, -0.1396,-28.00,   2.5
2019/02/26 15:24:03.000, -25.933904574, -65.876981330, 1682.5536,  2,  6,  0.1011,  0.0643,  0.2327,  0.0467, -0.0761, -0.1371,-27.00,   2.5
2019/02/26 15:24:04.000, -25.933904426, -65.876981546, 1682.5675,  2,  6,  0.0992,  0.0634,  0.2289,  0.0458, -0.0748, -0.1346,-26.00,   2.6
2019/02/26 15:24:05.000, -25.933904508, -65.876981606, 1682.5810,  2,  6,  0.0975,  0.0626,  0.2251,  0.0449, -0.0734, -0.1320,-25.00,   2.6
2019/02/26 15:24:06.000, -25.933904315, -65.876981561, 1682.5958,  2,  6,  0.0957,  0.0618,  0.2214,  0.0441, -0.0721, -0.1295,-24.00,   2.6
2019/02/26 15:24:07.000, -25.933904072, -65.876981620, 1682.5847,  2,  6,  0.0939,  0.0610,  0.2177,  0.0432, -0.0707, -0.1270,-23.00,   2.6
2019/02/26 15:24:08.000, -25.933905464, -65.876983039, 1682.5569,  2,  6,  0.0922,  0.0602,  0.2141,  0.0424, -0.0694, -0.1246,-22.00,   2.6
2019/02/26 15:24:09.000, -25.933904200, -65.876982531, 1682.5648,  2,  6,  0.0904,  0.0595,  0.2105,  0.0416, -0.0681, -0.1221,-21.00,   2.6
2019/02/26 15:24:10.000, -25.933903986, -65.876982100, 1682.5598,  2,  6,  0.0887,  0.0587,  0.2069,  0.0407, -0.0668, -0.1197,-20.00,   2.6
2019/02/26 15:24:11.000, -25.933903837, -65.876981769, 1682.5758,  2,  6,  0.0870,  0.0580,  0.2033,  0.0399, -0.0655, -0.1172,-19.00,   2.6
2019/02/26 15:24:12.000, -25.933903873, -65.876982485, 1682.5772,  2,  6,  0.0853,  0.0573,  0.1997,  0.0391, -0.0642, -0.1148,-18.00,   2.6
2019/02/26 15:24:13.000, -25.933903910, -65.876982728, 1682.5651,  2,  6,  0.0836,  0.0566,  0.1962,  0.0382, -0.0629, -0.1124,-17.00,   2.6
2019/02/26 15:24:14.000, -25.933903741, -65.876981840, 1682.5829,  2,  6,  0.0820,  0.0559,  0.1927,  0.0374, -0.0617, -0.1099,-16.00,   2.7
2019/02/26 15:24:15.000, -25.933903622, -65.876981761, 1682.5841,  2,  6,  0.0803,  0.0553,  0.1891,  0.0366, -0.0604, -0.1075,-15.00,   2.7
2019/02/26 15:24:16.000, -25.933903613, -65.876982537, 1682.5588,  2,  6,  0.0810,  0.0555,  0.1903,  0.0369, -0.0608, -0.1084,-14.00,   2.7
2019/02/26 15:24:17.000, -25.933903346, -65.876982218, 1682.5728,  2,  6,  0.0818,  0.0557,  0.1918,  0.0372, -0.0614, -0.1096,-13.00,   2.7
2019/02/26 15:24:18.000, -25.933903604, -65.876981921, 1682.5721,  2,  6,  0.0827,  0.0559,  0.1934,  0.0376, -0.0620, -0.1109,-12.00,   2.7
2019/02/26 15:24:19.000, -25.933903719, -65.876981802, 1682.5738,  2,  6,  0.0837,  0.0562,  0.1953,  0.0381, -0.0626, -0.1123,-11.00,   2.7
2019/02/26 15:24:20.000, -25.933903631, -65.876981668, 1682.5835,  2,  6,  0.0848,  0.0565,  0.1973,  0.0386, -0.0634, -0.1139,-10.00,   2.7
2019/02/26 15:24:21.000, -25.933903856, -65.876980642, 1682.5878,  2,  6,  0.0860,  0.0569,  0.1995,  0.0391, -0.0642, -0.1156, -9.00,   2.7
2019/02/26 15:24:22.000, -25.933904191, -65.876982690, 1682.5738,  2,  6,  0.0873,  0.0572,  0.2019,  0.0397, -0.0651, -0.1174, -8.00,   2.7
2019/02/26 15:24:23.000, -25.933904027, -65.876981676, 1682.5629,  2,  6,  0.0886,  0.0576,  0.2044,  0.0403, -0.0660, -0.1192, -7.00,   2.7
2019/02/26 15:24:24.000, -25.933904066, -65.876981399, 1682.5868,  2,  6,  0.0899,  0.0581,  0.2071,  0.0410, -0.0670, -0.1212, -6.00,   2.7
2019/02/26 15:24:25.000, -25.933904125, -65.876981438, 1682.6024,  2,  6,  0.0914,  0.0585,  0.2098,  0.0416, -0.0680, -0.1233, -5.00,   2.7
2019/02/26 15:24:26.000, -25.933904145, -65.876981113, 1682.6037,  2,  6,  0.0929,  0.0590,  0.2128,  0.0423, -0.0690, -0.1254, -4.00,   2.7
2019/02/26 15:24:27.000, -25.933904155, -65.876981423, 1682.6309,  2,  6,  0.0944,  0.0595,  0.2158,  0.0430, -0.0701, -0.1276, -3.00,   2.7
2019/02/26 15:24:28.000, -25.933903668, -65.876981485, 1682.6610,  2,  6,  0.0960,  0.0600,  0.2189,  0.0438, -0.0713, -0.1299, -2.00,   2.7
2019/02/26 15:24:29.000, -25.933904333, -65.876983166, 1682.6745,  2,  6,  0.0976,  0.0606,  0.2222,  0.0445, -0.0724, -0.1322, -1.00,   2.7
2019/02/26 15:24:30.000, -25.933904335, -65.876983380, 1682.7092,  2,  6,  0.0619,  0.0487,  0.1487,  0.0274, -0.0463, -0.0791,  0.00,   2.7
2019/02/26 15:24:31.000, -25.933904225, -65.876982835, 1682.7401,  2,  6,  0.0947,  0.0599,  0.2146,  0.0428, -0.0698, -0.1271,-29.00,   2.7
2019/02/26 15:24:32.000, -25.933904102, -65.876981671, 1682.7577,  2,  6,  0.0927,  0.0591,  0.2106,  0.0419, -0.0683, -0.1244,-28.00,   2.7
2019/02/26 15:24:33.000, -25.933904452, -65.876982295, 1682.7828,  2,  6,  0.0908,  0.0582,  0.2065,  0.0409, -0.0669, -0.1216,-27.00,   2.7
2019/02/26 15:24:34.000, -25.933904350, -65.876982030, 1682.7815,  2,  6,  0.0889,  0.0574,  0.2025,  0.0400, -0.0654, -0.1189,-26.00,   2.7
2019/02/26 15:24:35.000, -25.933904429, -65.876981666, 1682.7814,  2,  6,  0.0870,  0.0566,  0.1986,  0.0391, -0.0640, -0.1162,-25.00,   2.7
2019/02/26 15:24:36.000, -25.933904601, -65.876981808, 1682.7967,  2,  6,  0.0851,  0.0558,  0.1947,  0.0382, -0.0626, -0.1135,-24.00,   2.7
2019/02/26 15:24:37.000, -25.933904081, -65.876981420, 1682.8100,  2,  6,  0.0832,  0.0550,  0.1908,  0.0373, -0.0612, -0.1109,-23.00,   2.7
2019/02/26 15:24:38.000, -25.933904658, -65.876982608, 1682.8398,  2,  6,  0.0814,  0.0543,  0.1870,  0.0364, -0.0598, -0.1082,-22.00,   2.7
2019/02/26 15:24:39.000, -25.933902662, -65.876982703, 1682.8521,  2,  6,  0.0795,  0.0535,  0.1832,  0.0355, -0.0585, -0.1056,-21.00,   2.7
2019/02/26 15:24:40.000, -25.933902755, -65.876982865, 1682.8717,  2,  6,  0.0777,  0.0528,  0.1795,  0.0347, -0.0571, -0.1030,-20.00,   2.7
2019/02/26 15:24:41.000, -25.933903441, -65.876982911, 1682.8641,  2,  6,  0.0760,  0.0521,  0.1758,  0.0338, -0.0558, -0.1004,-19.00,   2.6
2019/02/26 15:24:42.000, -25.933903565, -65.876983050, 1682.8888,  2,  6,  0.0742,  0.0514,  0.1721,  0.0329, -0.0544, -0.0978,-18.00,   2.6
2019/02/26 15:24:43.000, -25.933903639, -65.876983021, 1682.8968,  2,  6,  0.0725,  0.0507,  0.1685,  0.0321, -0.0531, -0.0953,-17.00,   2.6
2019/02/26 15:24:44.000, -25.933903715, -65.876983325, 1682.9286,  2,  6,  0.0707,  0.0501,  0.1650,  0.0312, -0.0518, -0.0927,-16.00,   2.6
2019/02/26 15:24:45.000, -25.933904134, -65.876984757, 1682.9456,  2,  6,  0.0690,  0.0495,  0.1614,  0.0304, -0.0505, -0.0902,-15.00,   2.6
2019/02/26 15:24:46.000, -25.933904508, -65.876986826, 1682.9542,  2,  6,  0.0701,  0.0498,  0.1634,  0.0309, -0.0513, -0.0918,-14.00,   2.6
2019/02/26 15:24:47.000, -25.933905643, -65.876987248, 1682.9493,  2,  6,  0.0713,  0.0501,  0.1656,  0.0315, -0.0521, -0.0935,-13.00,   2.6
